,Kategori,Tweet,Sentiment,problem
601,jak,@axxxsmm Ayo jaklingko bareng,Negatif,[]
602,jak,@azarassey Kak kamu tau kah rute jaklingko dari st terdekat ke sana? Adekku mau ke acara itu tapi maju mundur krn naik ojol dari stasiun bisa 25k sekali jalan ,Negatif,"['Infrastruktur', 'Akses/Rute']"
603,jak,Opini angkot ditutup mirip opini circa 2018an waktu angkot pada mogok massal dan kebetulan hari itu Bandung jadi ga macet. Solusi biar ga macet ya angkot di Bandung Raya bikin jadi kayak mikrobus jaklingko. Biar mereka ga ngetem lama dan berhenti sembarangan.,Negatif,"['Keterlambatan', 'Kemacetan']"
604,jak,@WinayaRachman @aoelee_ @kopi_ucing @ARSIPAJA nih kalo mau tuh kayak jakarta brgkt jam 5 jg issokey karna transportasi umumnya memadai kalo mau benerin dulu fasilitas umumnya baru bikin ederan udh gtu kalo pake angkot banyak kejadian pelecehan di angkot gaada cctv beda lagi sm jaklingko yg aman.,Negatif,"['Ancaman', 'Infrastruktur']"
605,jak,asal sm lo why not mau lo sulap gue jd jaklingko juga gas aja,Negatif,[]
606,jak,@averyokkotsu_ jaklingko kan gratis bub ga langsung turun di polmed harus naik dua kali,Negatif,[]
607,jak,@usabperning_ @weekend3hari @stravenues sok tau banget jd orang. eh angkot di sini jg msh bnyk yg perseorangan meskipun ada koperasi tp ttp bisa tuh bikin skema jaklingko,Negatif,[]
608,jak,@theosourc kebayoran baru brp bang? 15 kita berangkat kalo mahal naik jaklingko nih.,Negatif,['Masalah Pembayaran']
609,jak,@RezaArifin_ @2ndlinesquad iya kemaren dijaklingko juga ada kirain mau perkenalan pemain baru pake jaklingko,Negatif,[]
610,jak,hari ini seruuu bgt karna td naik kereta lokal-krl-tj-jaklingko total diperjalanan 5 jam wkwk udh kaya ke jkt-pwt issokey yg penting w happy bgtttttt,Positif,['Kemacetan']
611,jak,BARU TAU few months ago seangkot jaklingko sama mereka dari st tebet. Asli baru tau ternyata penyebar ajaran mormon,Negatif,[]
612,jak,Malam Min @PT_Transjakarta info TJ / Jaklingko dari Cibubur Junction menuju Museum Macan (Modern and Contemporary Art in Nusantara).. Terima kasih,Negatif,[]
613,jak,Gojali: Kami butuh JakLingko Laut bukan sekadar kapal wisata. Warga pulau juga bagian Jakarta. #KepulauanSeribu #TransportasiLaut #PulauTidung #PramonoAnung #DishubDKI #AksesSetara https://t.co/I0nskQvKxJ,Positif,[]
614,jak,@txtdrbekasi Sekalian angkot Collab sama jaklingko dong biar semakin mantap,Positif,[]
615,jak,yg lebih kocak gak lama setelah itu w cabut trs iseng aja pas agak jauh nengok lg ke mereka... sesuai dugaan yg td di jaklingko paling heboh depan w ternyata lg ngintip jg kepergian w dari itu tmpt HAHA gak penting tp ada aja,Negatif,['Emosi/Frustrasi']
616,jak,@txtdrbekasi Dan juga transportasi penunjang ke daerah penyangga lihat lah angkot yang ada benar2 tdk layak jalan harus ada seperti JakLingko untuk daerah bekasi yang nyaman bagi penumpang jika ingin kembali warga menaiki kendaraan umum yang murah dan nyaman,Negatif,"['Kebersihan', 'Kenyamanan', 'Harga', 'Keamanan']"
617,jak,Om @farhanpenyiar cobi conto eta Jaklingko. Tiasa panginten studi banding ka Jakarta da teu tebih.,Negatif,[]
618,jak,jaklingko paling butuh bgt bgt bgt bgttttttt seluruh Indonesia harus ada transum kayak jaklingkoooooo,Positif,[]
619,jak,Yaudah deh gitu aja. Mau masak aer dlu. Intinya Alhamdulillah. Walaupun ada yg bikin kesal BGT tp ada jg yg bikin seru BGT. I love jalan kaki! Senang sekali. *pdhl td rela nunggu Jaklingko 15mins for nothing HAHAHA,Positif,['Keterlambatan']
620,jak,Lah gw tunggu2 kok gak dateng2 ye ni Jaklingko. Kata gw dlm hati lah ini mah kl gw jalan drtd jg udh nyampe. Gw nunggu sekitar 15mins gak dtg2 ywdhlah gw putuskan utk jalan kaki. Hehe. Capek? Nggak. Lebih ke SUSAH BGT bnyk bgt rintangan jalanannya cuy bener2 kyk di ,Negatif,"['Keterlambatan', 'Emosi/Frustrasi']"
621,jak,Gw first timer di per-Jaklingko-an ini. Pls beritahu gw hrs ngapain tips n trik nunggu Jaklingko dan agar supaya dia mau brenti. Apkh tangan gw hrs lambai2 kyk ke angkot? Ywdhlah gw tunggu lg aja kan tuh sendirian siapa tau cepet soalnya di maps katanya every 2mins . Tawakkal.,Negatif,['Keterlambatan']
622,jak,Kocak bat gw turun kan di stopan depan sekolah gt. Mau nyambung jaklingko ke stasiun. Soalnya kl jalan kaki mayan cuy. Di maps keterangannya 1km = 13 menit. Untungnya mostly flat. Ada deh tuh Jaklingkonya tp dia gak brenti cuy gtw deh kyknya dia gak liat gw apa gmn entah.,Negatif,"['Infrastruktur', 'Emosi/Frustrasi']"
623,jak,demi apapun tp aku butuh tj metrotrans dan jaklingko di bekasi SUMPAAAAH,Negatif,['Regulasi/Operasional']
624,jak,ngakak gak sih td naik jaklingko barengan sama rombongan se-geng heboh gt... barusan bgt meja sebelah keisi DAN ternyata si rombongan heboh itu lg udh muter2 ke sana ke mari w dari tadi... sebanyak itu tenant.... bisa2nya mereka kepikiran ke sini jg,Negatif,['Navigasi']
625,jak,@ketuakelasb Udah ngincer dr dl. Blum kesampean. Soalnya kl jln kaki kejauhan pk jaklingko ttp jalan jauh. Wkwkwkwk,Negatif,['Kemacetan']
626,jak,Jaklingko https://t.co/iZzLNRVqUP,Negatif,[]
627,jak,moots mau tanya buat yang pengguna transum (khususnya jaklingko) biasanya mereka mulai operasi jam berapa yaa? subuh udah ada kahh?,Negatif,[]
628,jak,@sa_kosh28 diadu sama jaklingko juga menang jaklingko tapi keren mobil rio lebih gacor dibanding traktor autria,Positif,[]
629,jak,jaklingko masih da gk ya,Negatif,[]
630,jak,@sbyfess ini di busway sm jaklingko https://t.co/IXbR0jTIis,Negatif,[]
631,jak,@nacch_an jaklingko cuma mau narik/turunin penumpang di titik bus stop ga kaya angkot. as usual bilangin supirnya aja mau turun pas di tujuan tap in (free) dua kali waktu naik tapi beberapa mesin sepertinya harus nunggu 1-2 menit untuk tap out kedua,Negatif,"['Keterlambatan', 'Pelayanan', 'Masalah Pembayaran', 'Ancaman']"
632,jak,JAKLINGKO TRANSJAKARTA ANGKOT SEMUANYA PADA KE ARAH BLOK M WUANJAI️ ada yg kearah depok cm lama bgt munculnya hshshshsh,Negatif,['Keterlambatan']
633,jak,@nacch_an Sistem jaklingko as in how they operated... Or sebagai penumpang gmn cara make jaklingko nih meng-,Negatif,['Navigasi']
634,jak,@PRFMnews Nu jelas jelas geus aya contona Jaklingko wae sateh can bisa nurutan sosoan hayang pake aplikasi ,Negatif,['Masalah Pembayaran']
635,jak,@toffl13 Hai Kak untuk melanjutkan perjalanan melalui layanan non BRT tidak dapat melakukan transit namun Kakak dapat menikmati tarif integrasi Rp.5.000 -/3jam dengan menggunakan kartu berlogo Jaklingko ya Kak. Terima kasih ^GM,Negatif,['Masalah Pembayaran']
636,jak,gue saat ini yang menyesalkan kenapa weekend gue gabisa rutin olahraga. tapi dia lupa kalau tiap hari dia olahraga (ngejar mati-matian jaklingko sama tj bjir),Negatif,[]
637,jak,@AlipFtOneDi44 max kalo ada pilihan mibil jaklingko mending nyetir jaklingko,Negatif,[]
638,jak,@oscaccino gw yg lanjutin (narik jaklingko),Negatif,[]
639,jak,Di jaklingko pun aku mengantuk,Negatif,[]
640,jak,skrg waktunya jaklingko dgn rute 97 dulu (ato pemda depok dah yg kerja ngapainsih lu selama ini),Negatif,['Akses/Rute']
641,jak,KAGAK MOOD DEMIALLAH WILLIAMS MOBIL LU JUAL AJEEEEEEEE GANTI PAKE JAKLINGKO,Negatif,[]
642,jak,@kyykooenak jakLingko be like : gajian lu gak mau naik gue giliran udah abis gajian lu baru nyari gue https://t.co/3fh3h5H5Jn,Negatif,[]
643,jak,Gw kata angkot pintar kaya apa taunya ga pintar amat. Cara termudah itu ya ikutin aja Jaklingko susah bener. Duit? Kurangin tuh kegiatan tolol yg dibuat dprd nya. Kemarin ke kunker ke beberapa kota aja ngabisin duit rakyat ampe milyaran taik bgt emang pejabat Bandung. ,Negatif,"['Masalah Pembayaran', 'Emosi/Frustrasi']"
644,jak,@PRFMnews Angkot Pintar = Taxi Online Padahal tinggal ngikutin aja cara Jaklingko di Jakarta kok susah bener kayanya. Beribet angkot pintar mau naik pake aplikasi bayar bulanan 100rb. Jaklingko ada di Jalanan ga ngetem bayar pake e-money angkotnya modern ga bobrok. Simpel padahal ,Negatif,"['Keterlambatan', 'Masalah Pembayaran']"
645,jak,ayok guys kita ke korea naik jaklingko biar 0 rupiah,Positif,[]
646,jak,@gaonfpsi WKAWKAKWKWAK JAKLINGKO GAK TU ,Negatif,[]
647,jak,gamau bikin rute jaklingko dari curug kalimalang ke pondok gede tp lewat depan rumahku min? WKWKWKWK biar rute angkot G5 hidup lagi gitu min @PT_Transjakarta,Negatif,['Akses/Rute']
648,jak,@jiducknyagaon naik jaklingko din gw nyang nyetir,Negatif,[]
649,jak,@kyykooenak jaklingko: abis kan duit lu mknya pilih gua,Negatif,['Masalah Pembayaran']
650,jak,@kyykooenak jaklingko : dih monyed kemarin hina gw,Negatif,[]
651,jak,knp kl naik jaklingko hrs tetep nge tap?,Negatif,[]
652,jak,pengen ganti usn jadi jakelingkawr tapi kayak jlek tapi lucu gitu kyk jake nyebut jaklingko pake aussie accent awosksjxjejckwo apasih,Negatif,[]
653,jak,hhhh doakan aku dan Alma ngga nyasar guys mau survei ke upnvj jujur all I could think of is semoga ada kating yang naik Jaklingko juga biar aku tau turunnya dimana,Positif,['Navigasi']
654,jak,@leejeni Ini dia yang mengenal aku sebagai Celine.. salam kenal yaa Jaklingko? Eh Jatmiko maksudnya.. boleh tau kenapa sarapannya nasi padang? Apa iya jeni nct dream tinggalnya di padang? ,Negatif,[]
655,jak,@teronggbelanda @txtdrbekasi Kurang tau kak aku bukan penggunaan jaklingko HI. Cuma temen ku yg tinggal di daerah pejuang selalu pp kerja pake itu,Negatif,['Masalah Pembayaran']
656,jak,tadi dari kantor ke stasiun naik grab padahal biasanya naik jaklingko wkwkw terus pas lampu merah samping grab aku ada jaklingkonya ngakak keinget pov habis gajian sombong ,Negatif,['Infrastruktur']
657,jak,@worksfess 1 pilihan aja. Jangan semuanya... Kalau mau tempat rehat enak silahkan cari yg valueable dengan fasilitas oke pastiin tenang &amp; gak banyak drama aiueo disana.. kalo mau kurangin budget kost pikirin jarak &amp; ongkos juga. PP itu lumayan~ syukur2 ada transum macem jaklingko. Gratis,Positif,['Infrastruktur']
658,jak,Kucing-kucingan sama jaklingko ,Negatif,[]
659,jak,ini jaklingko jalanan kosong lepas-injek gas mulu mending gua yang bawa dah,Negatif,[]
660,jak,Ane tadi baru balik naik Jaklingko ngobrol2 sama seseorang yang ternyata pensiunan Damri. Ngobrol2 soal daerah di Jakarta ternyata unik juga ya (n relate juga sama yang suka ane twitt). Spesifik aja soal Kecamatan ya di Jakarta. Mana ini juga tempat ane tinggal Misalkan (next..,Positif,['Pelayanan']
661,jak,tadi w naik jaklingko dari kantor. sempet ngobrol bentar sama supirnya trus abis itu dia humming lagu-lagunya maroon 5.. ternyata supirnya masih muda wkwkw. aku tadi duduknya persis dibelakang kursi supir sih jd ga liat mukanya hahah,Negatif,['Pelayanan']
662,jak,@buntand @adi_cahyadi @aniesbaswedan Legacy yg kerasa sampe skrg naik jaklingko ga bayar ngebantu bgt buat pekerja yg pen berhemat kayak ogut sih,Negatif,"['Masalah Pembayaran', 'Kemacetan']"
663,jak,ini jg ngide lrt tp gatau abis lrt lanjut apa buat ke rumah ngide jaklingko tp gatau rute alias now im tersesat,Negatif,"['Akses/Rute', 'Regulasi/Operasional']"
664,jak,Jaklingko koridor 53 bisa kalo mau diadu sm tj koridor 1 soal cuci mata,Negatif,[]
665,jak,07:24 udah naik jaklingko MACET GATSU PINDAH KE DEPAN TS BJIRR,Negatif,['Kemacetan']
666,jak,demi Allah war naik jaklingko lebih beringas daripada naik tj,Negatif,[]
667,tj,-ness kereta dari jakarta (gumarang/menoreh/blambangan/brantas) yang kursi ekonominya gak tegak yang mana? mohon infonya TIA,Negatif,['Infrastruktur']
668,tj,Gue mikir mending bawa motor apa naik KRL ya kalo bawa motor takut kena razia (tapi lebih efesien klo bawa brang bnyk) naik KRL bisa brng yg lain dari beberapa x pengalaman Bogor-jakarta jarang dpt duduk cape ,Negatif,"['Ancaman', 'Emosi/Frustrasi']"
669,tj,KAI Tebar Diskon Gede-Gedean Lewat KAI Expo 2025 Tiket Kereta Luxury Jadi Murah Banget! https://t.co/kQ0nFTZuEl,Positif,[]
670,tj,masih jd misteri kenapa @3CareIndonesia dan @byu_id kalo di KRL Sinyal Bar penuh tp scroll socmed lemotnya subhanallah sepanjang japan dr stasiun jakarta kota sampe bogor buseeet sinyalnya parah https://t.co/pyjbCWdZlF,Negatif,"['Kondisi', 'Kemacetan', 'Infrastruktur']"
671,tj,@caratstalk Tiket konser 3 5 juta. Kereta PP 700rb mlg-jkt Transport di Jakarta 100rb (pake krl + gojek) Makan standart gaes. Penginapan ga ada karena numpang ditemen.,Negatif,[]
672,tj,Kocak banget pas di Cawang bilangnya kereta balik Manggarai. Pas di Manggarai keretanya ternyata ke jakarta kota. Konyol,Negatif,"['Ancaman', 'Emosi/Frustrasi']"
673,tj,@almikamik Konten unik bisa berupa pengalaman pribadi yang jarang dibahas seperti review rute kereta Semarang-Jakarta sambil kuliah tips kerja paruh waktu unik (misal jadi driver ojek sambil belajar) atau foto/video event GIIAS dengan sudut pandang mahasiswa. Buat thread orisinal tambah,Positif,"['Pelayanan', 'Akses/Rute']"
674,tj,Jakarta better dibanding kota lain di Indoensia Jaklingko harus ada di banyak kota. Tapi Jalan Tol antar kota menurutku sangat tidak menyelesaikan problem harusnya banyakan jalur kereta api. Lebih merasuk ke masyarakat ,Negatif,[]
675,tj,@CommuterLine min kereta 2246 dari Tanjung Priok ke Jakarta Kota gerbong nomor 2 panas AC ga nyala,Negatif,['Kondisi']
676,tj,China kembali mencuri perhatian dunia transportasi dengan meluncurkan prototype kereta maglev berkecepatan 600 km/jam. Dengan kecepatan sekelas jet turbulensi rendah. Selengkapnya di https://t.co/bPnWwyctN6 https://t.co/7l2U4p8ZBz,Positif,"['Kualitas Layanan', 'Kecepatan Layanan', 'Fasilitas']"
677,tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/2zWNSYsjiL,Negatif,"['Infrastruktur', 'Akses/Rute']"
678,tj,PT Kereta Api Indonesia (Persero) mengajak masyarakat untuk segera memanfaatkan program diskon tiket 30 persen untuk kelas Ekonomi Komersial yang masih berlangsung hingga 31 Juli 2025. Selengkapnya di https://t.co/umLM9hrbGg https://t.co/45qS1ThnFA,Positif,['Emosi/Frustrasi']
679,tj,Tapi sampe detik ini masih gak siap klo ke jakarta dengan modelan backpaker. Masih ga siap klo harus naik KRL dll.,Negatif,['Kemacetan']
680,tj,@lusshhciousss ga kuat itu pasti nanti antrenya sepanjang kereta jakarta-bogor,Negatif,['Kondisi']
681,tj,@Lingkar_Jakarta Iya perdananya per 16 Juli kemarin diganti ke kereta yang bentukannya kayak yang di foto (disclaimer di foto bukan tegal bahari) https://t.co/woEvepg37Z,Negatif,['Masalah Pembayaran']
682,tj,@caratstalk aq dari semarang nonton 2 hari Tiket Bis Semarang-Jakarta : 275 Hotel : 288 Weverse : 295 Jastip + Yellow day 1 : 3000 Pink Day 2 : 3960 Total Pemakaian Gojek : 253 Jasa Tukar Tiket : 100 Kereta Pulang : 383 kurleb : 8600 ( belum jajan),Negatif,[]
683,tj,masih jadi pertanyaan--kenapa jaringan di stasiun kereta api ini bisa dapet 5G sementara di pusat kota Jakarta malah cuma 4G?,Negatif,['Infrastruktur']
684,tj,@SerieA_Lawas Waktu pas gua kecil ada abang-abangan udah bawa BOLA di Senin sore di bawa ke tongkrongan. Dia kuliah n naek kereta. Di situ gua baru tau kalo edisi Selasa ternyata udah mulai beredar Senin sore di Jakarta. Gak berapa lama akhirnya di agen deket rumah juga udah ada Senin sore.,Negatif,[]
685,tj,@richgoddessdin @hrdbacot wah pernah sekali kayak gini berangkat jam 5 pagi KRL pertama ke Bogor sarapan di surken langsung balik lagi naik KRL ke jakarta ,Negatif,[]
686,tj,@korongaring Hai korongaring! Oh salah ya. Kalau bukan Bandung atau Jawa Barat saya tebak sekarang: Jakarta? Berdasarkan postmu tentang rute kereta ke sana dan lalu lintas macet. Benar? Kalau salah lagi kasih hint dong! ,Negatif,[]
687,tj,KAI Commuter kembali menguji coba KRL CRRC CLI-125 trainset 8 Selasa (22/7). Salah satu J5Friend menangkap momen KRL CRRC CLI-125.8001 dan CLI-125. 2001 (trainset 2) sedang stabling bersama di Stasiun Jakarta Kota Jakarta Barat siang ini. Pic: @rf.tetsudo_mgb.149 #CRRCSweep https://t.co/dJ0rrb6qWq,Negatif,['Infrastruktur']
688,tj,[HILANG / IN SEARCH OF] BONEKA TUPAI ANITEEZ JJONGRAMI Terakhir terlihat di stasiun gambir dr arah kereta bandung - jakarta senin sekitar jam 1 subuh arah keluar ke lobby sebelah cfc Tolong bantuin anakku balik plz kalau ad yg menemukan / pny info bisa kabarin aku ya hiks https://t.co/uRoezyETWl,Negatif,"['Ancaman', 'Infrastruktur']"
689,tj,bertahun-tahun di jakarta akhirnya laki w menginjakkan kaki di stasiun manggarai coba-coba naik kereta karena kasian mobilnya kecapean kalo ngelewatin rute depok-bogor-slipi PP tiap hari ~ lagian udah dibilang pulang kantor ketemu di rumah aja tetep kekeuh jemput ke bogor https://t.co/0UgbVTgEzf,Negatif,"['Navigasi', 'Ancaman', 'Infrastruktur', 'Akses/Rute', 'Emosi/Frustrasi']"
690,tj,Meanwhile presidennya biasa berangkat ke Istana lewat tengah hari dapet ninutetot lagi. Lima jam setelah penumpang KRL Jakarta desak-desakan kadang ampe berantem di gerbong. Berenang dan berkuda duyuuuuu....,Negatif,['Ancaman']
691,tj,@Ae_Rio_Id @arkatoyota Hai! Biaya perjalanan Jakarta ke Jogja (satu arah Juli 2025): Pesawat mulai Rp 566.000 (TransNusa) kereta ekonomi Rp 245.000-350.000/eksekutif Rp 470.000+ bus Rp 157.000-292.000 (DAMRI/Sinar Jaya). Cek https://t.co/cebqUTw4PX atau Traveloka untuk promo terkini. Selamat,Positif,[]
692,tj,Dateng lagi 🇧🇷 Brazil lagi. Bem-vindo Gustavo Franca. Pemain berusia 27 tahun dengan tipikal menyerang. Akan ada duo Gustavo di Persija Beli kentang naek kereta mao mudik beli kemeja. Selamat datang di Jakarta kasih yang terbaik untuk Persija. #Persija #treq https://t.co/zceJSpdqCg,Positif,"['Kualitas Layanan', 'Fasilitas']"
693,tj,CC 203 98 15 SDT ft K.A 162 Bangunkarta (Pasar Senen Jakarta - Jombang). #bangunkarta #keretaapikita #fotosepur #railfans @argothrottle @instrail_id @jurnalrailfans @GM_MarKA @sahabat_kereta https://t.co/TwQEoOem8W,Negatif,[]
694,tj,Raya-Raya Jakarta sendiri terdiri dari tiga diskusi (Keluh Resah Kota/Kereta #2 serta Ayo Ngobrolin Kota/Angkot #6A dan #6B) pameran instalasi serta pembukaan booth FDTJ di kawasan Kota Tua Jakarta Barat khususnya di Museum Bank Indonesia (MuBI) dan Jl. Lada. https://t.co/ABMkzJrhn9,Positif,['Pelayanan']
695,tj,@rudytjandra Dan reliable :) Buat saya transportasi umum bukan solusi macet. Tapi pilihan bagi warga. Disini (KL) mau naik mobil silakan macet juga (gak separah Jakarta) mau naik bis juga lancar naik kereta juga bisa. Last mile juga lengkap shuttle pemerintah ada disetiap area.,Positif,['Kemacetan']
696,tj,open jasa rental sewa rent digicam sony w810 &amp; canon ixus 185 jabodetabek cod di st krl line jakarta - bogor udah include card reader juga! slot terbatas yaap #rentaldigicam #sewadigicam #sewadigicamdepok #sewadigicamjakarta #zonaBU #zonauang #rentdigicam,Positif,['Masalah Pembayaran']
697,tj,@nllpointerexcpt Yg bawa beras sekarung pisang setandan ayam jago sekeranjang aja ada. Selonggar itu kalo kereta dari Jawa ke Jakarta. Tapi ga berlaku sebaliknya,Negatif,[]
698,tj,@hrdbacot Naik krl dari jakarta kota sampe bogor pagi pagi Kalo malemnya arah sebaliknya dari bogor sampe kota biar ga rame Perjalanannya lumayan 2 jam ujung ke ujung sambil bengong ada pemandangan cityscape dari jayakarta sampe manggarai pas udah lewat depok pemandangannya ijo ijo,Negatif,"['Kemacetan', 'Emosi/Frustrasi']"
699,tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/I4TmddH6vi,Negatif,"['Infrastruktur', 'Akses/Rute']"
700,tj,@CommuterLine halo totebag aku ketinggalan di kereta arah jakarta kota gimana ya?,Negatif,['Ancaman']
701,tj,@bll_ctv Ranggajati wijayakusuma malabar mutiara selatan pasundan itu kan kereta yang nggak masuk jakarta masa iya penumpangnya disuruh ke jakarta dulu ,Negatif,[]
702,tj,@cocachele Kemarin naik kereta dari Jogja masuk Jakarta jam 5-an. Terus papasan sama KRL udah lumayan penuh penumpang yg mau kerja. Ada penumpang yg bawa keluarganya bilang Liat tuh orang Jakarta jam 5 masih ngantuk udah pergi kerja ,Negatif,"['Kondisi', 'Ancaman']"
703,tj,Jaman dimana aku nonton kedua film ini di kereta otw jakarta,Negatif,[]
704,tj,@decalcovatima Halo! Belum ada konfirmasi konser BTS grup di Jakarta 2025 jadi saya estimasi berdasarkan konser Kpop serupa (misal Blackpink Nov 2025). Asumsi dari Semarang 2-3 hari: - Tiket: Rp1.5jt - Rp4jt (tergantung kategori) - Transport PP (bus/kereta): Rp400rb - Rp700rb - Hotel 2 malam,Negatif,[]
705,tj,@jiiayo Selamat pagi Kak. Rute Jakarta-Bandung berlaku tarif kereta jarak dekat ya. Info selengkapnya silakan bisa cek kembali postingan ini: https://t.co/lTWQ1jGMd6. Railmin imbau untuk selalu hati-hati ya terhadap akun penipuan yang mengatasnamakan KAI. Saat ini seluruh akun media,Negatif,"['Kondisi', 'Masalah Pembayaran', 'Akses/Rute']"
706,tj,wtb tiket kereta jakarta - jogja tgl 5/6 sept (prioritas bengawan) PLEASEEEE gue udah tinggal hp sejam langsung habis tiketnya #wtb #wts #zonauang #zonajajan penipu gausah mampir kalo lu gamau panjang urusannya,Negatif,"['Pelayanan', 'Masalah Pembayaran']"
707,tj,Bye Jakarta... Bye 4AL.. Kali ini nyobain kereta api Ekonomi Premium New Generation dari Stasiun Pasar Senen.. Jarak antar kursi sangat lega.. Dan kursi ini bisa diputar jika penumpang berangkat sekeluarga.. Bisa duduk berhadapan. Bagi kaum mending kayak akuuuuh.. Kelas ini https://t.co/o84seKReQT,Positif,['Infrastruktur']
708,tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/46yaLoW3sD,Negatif,"['Infrastruktur', 'Akses/Rute']"
709,tj,@spearmintea Untuk tiba tepat waktu jam 08:30 coba berangkat jam 05:45-06:00. Berdasarkan data lalu lintas pagi Jakarta perjalanan motor-KRL-Busway rata-rata 2-2.5 jam di jam sibuk plus kemacetan. Pantau Google Maps untuk estimasi real-time dan faktor cuaca. Selamat beraktivitas!,Negatif,['Kemacetan']
710,tj,Kelompok majegau yg mau barengan naik krl dari jakarta besok (line kena suspend),Negatif,[]
711,tj,KAI Tebar Diskon Gede-Gedean Lewat KAI Expo 2025 Tiket Kereta Luxury Jadi Murah Banget! PT Kereta Api Indonesia (KAI) kembali memanjakan kamu lewat KAI Expo 2025 yang akan berlangsung di Assembly Hall Jakarta Convention Center (JCC) pada tanggal 2 dan 3 Agustus 2025. https://t.co/h2Kl0Wkei6,Positif,['Prioritas/Kebutuhan Khusus']
712,tj,Sengaja naik kereta ke Jakarta kota dulu biar bisa duduk sampe Bogor eh baru sampe Mangga besar disuruh berdiri kampret,Negatif,"['Kemacetan', 'Emosi/Frustrasi']"
713,tj,@molenkucing Bisa naik krl bisa pramex Pramex bisa beli diloket atau via aplikasi KAI Krl bisa pake emoney Jogja-klaten tu deket sekitar 40an km kayak bekasi-jakarta sebelahan kotanya Mau main yaaa?have fuuunnn yaaa,Positif,['Masalah Pembayaran']
714,tj,@CommuterLine min kereta jakarta kota dari depok terakhir jam berapa?,Negatif,[]
715,tj,bejir aku menamatkan KRL jakarta - bogor di jam rawan (pulang kerja),Negatif,['Ancaman']
716,tj,selalu suka tiap ke jakarta tapi bingung klo harus nginep krn udah gk punya rumah utk pulang lagi di kota ini. paling nginep di depok tapi ribet balik klo naik kereta besok paginya ,Negatif,['Navigasi']
717,tj,WTT Want To Trade Demon Slayer x Famima have : kanroji mirsuri rengoku want : sanemi / mui dom : Jakarta klp gading COD : jakut jakpus stasiun krl/transum TJ https://t.co/pEMslIwLMl,Negatif,['Infrastruktur']
718,tj,mental gue kayanya lebih kuat bawa motor 32 km/hari daripada bertarung di krl jabodetabek pas rush hour... Ya Tuhankuu... i'm not your strongest soldier if i had to deal with jakarta's commuter line ️,Negatif,[]
719,tj,berhasil melewati krl jakarta-bogor rush hour https://t.co/G5TdPxIZo3,Positif,[]
720,tj,@ViolinLukman Orang lari di stasiun meski kereta belum datang karena: 1) Ingin rebutan tempat duduk nyaman terutama di kereta ramai seperti KRL Jakarta. 2) Khawatir ketinggalan akibat jadwal sering molor. 3) Efek domino: lihat orang lain lari ikut lari. Itu kebiasaan umum di stasiun padat,Negatif,"['Keterlambatan', 'Kondisi', 'Infrastruktur']"
721,tj,Eks Dirjen KA Prasetyo Divonis 7 5 Tahun Penjara dalam Kasus Jalur Kereta Besitang-Langsa https://t.co/xdJELx6Gxz #SINDONews #SINDONewscom #SINDNewsbeyondheadlines #SINDONewsTV #iNewsMediaGroup #MajelisHakim #Jakarta #Dirjen #Kemenhub #KeretaApi #Perhubungan https://t.co/eQze9XkdkY,Negatif,['Akses/Rute']
722,tj,Warga Jabodetabek ayo merapat! Acara tahunan KAI Expo 2025 bakal kembali digelar awal bulan depan. Pameran yang diselenggarakan PT Kereta Api Indonesia (KAI) ini dijadwalkan akan berlangsung di Assembly Hall Jakarta International Convention Center (JICC) Senayan pada 2 dan 3 https://t.co/tpMAnhJTNP,Positif,[]
723,tj,Warga Bekasi juga berkesempatan pergi ke Jakarta naik kereta api meskipun waktu sudah tengah malam. Warga yang ingin berangkat kerja ke Jakarta bahkan juga bisa naik kereta api eksekutif. ~MD #Bekasi #PTKAI #KeretaEksekutif https://t.co/PAR049jb6z,Positif,[]
724,tj,@Heraloebss Ayoo sikat jokowi dari kasus yang paling nyata merugikan negara kasus ikn dan kereta cepat jakarta bandung... Berani gak @KejaksaanRI nanganin??,Negatif,"['Kualitas Layanan', 'Kecepatan Layanan']"
725,tj,Ini kongsepnya gimana KAI? Jualan tiket murah KAI expo lokasi di JICC jakarta Kereta macam ijen express sancaka mutsel logawa dll yg gak ada rute jakarta supaya dapat murah ikut war antri dulu ke JICC Yok yg wargi cilacap cepu ketapang banyuwangi yuk gas WAR ke jicc jakarta,Negatif,['Akses/Rute']
