Kategori,Tweet,Sentiment,problem
jak,Naik jaklingko tu antri ya? Kok setiap aku nunggu sampe lama yang baru dateng langsung masuk. Aku kira gak ada antrian tadi kena tegor gara gara nyerobot katanya. Bodohnya aku. Maaf buat yang udah antri tadi,Negatif,"['Keterlambatan', 'Kemacetan']"
jak,Ya ampun mohon maapin. Karena ujan deres bener W nyuri start naik JakLingko ga dari Bus Stop. ,Negatif,['Akses/Rute']
jak,@PT_Transjakarta hai min. td sy top up kartu jaklingko di mesin yg ada di halte jembatan besi tp transaksi gagal (byar pke qris dan saldo terpotong) sy udah isi form refundnya. kira2 brp lama prosesnya yah?,Negatif,['Masalah Pembayaran']
jak,@ZMacrock Oww ternyata bisa pakai kartu lain yaa? Kirain harus pakai kartu jaklingko.. soalnya waktu itu disuruh buat kartunyaa,Negatif,['Masalah Pembayaran']
jak,@haoijo emang jaklingko kak tadi aku papasan di daerah thamrin,Negatif,[]
jak,@eeokmin sedih bgt aku ga ditengok samsek sama abang jaklingko even yg masi ada space untuk duduk,Negatif,['Pelayanan']
jak,dan hujan. untung naik gojek kalo masi nunggu jaklingko beneran sakit gw (walaupun skrg udh berat bgt ni kepala ),Negatif,['Keterlambatan']
jak,@ZMacrock Kalau pakai e money saldonya tidak berkurang berarti? Kalau punya kartu jaklingko yang keluaran lama banget masih bisa?,Netral,[]
jak,@ZMacrock Jaklingko itu berarti angkot ya? Itu gratis ga si? Dulu pakai kartu saja di tap gaada isi saldo. Sekarang masih gratis? Oww iyayah sempit kalau di pesawatt.. okayy okayyy.,Netral,[]
jak,@_dkyeomy mjbbbb nggaa kokk santai ajaa banyak yang make transum aku sendiri ke kampus sering naik jaklingko,Negatif,[]
jak,@L4zyF4ng1r7 Hai Kak. Bisa ya. Untuk menggunakan layanan Mikrotrans pelanggan dapat menggunakan kartu uang elektronik seperti kartu berlogo JakLingko Flazz (BCA) e-Money (Bank Mandiri) TapCash (BNI) Brizzi (BRI) dan JakCard (Bank DKI) dengan tarif Rp 0 -. Terima kasih ^YF,Negatif,['Masalah Pembayaran']
jak,baru turun dari jaklingko ya wan? GANTENG BANGETTTTTTTTT https://t.co/WYHHGO8FwY,Negatif,[]
jak,@PT_Transjakarta min semua jaklingko bisa pake kartu flazz kan ya? Takut gak bisa entar malu,Negatif,"['Ancaman', 'Emosi/Frustrasi']"
jak,sopir jaklingko mikrotrans yg suka lewatin plang tu mending di rumah deh klo ga niat Kerja. jelas jelas ada org nungguin mobil masi bisa muat org naik cm perkara belakangnya ada mobil lagi malah dilewatin. aneh bgt dmn mn depan dulu penuhin baru alihin ke belakang,Negatif,"['Keterlambatan', 'Pelayanan', 'Kondisi', 'Navigasi']"
jak,@tinkeubelle_ sering lewatin muamalat tower...kalo lagi naik jaklingko ke wisma staco.,Negatif,['Navigasi']
jak,Suara khodam Jaklingko https://t.co/o4cLS2r43W,Negatif,[]
jak,Punten Bu @elisa_jkt siapa tau cari tanah buat bikin rumah flat lagi. Daerah Jaktim dekat stasiun krl halte jaklingko terminal pulo gebang dan pintu tol https://t.co/u00e9w86P7 https://t.co/48Oqy6LHv5,Negatif,['Infrastruktur']
jak,minimal tu ya bikin jpo kalo gamau org loncat pager. jaklingko aja berhenti di seberang gate yg ketutup pager.,Negatif,"['Navigasi', 'Infrastruktur']"
jak,togainu no chi characters + what they would use most for transport in jkt akiwa: kereta. sisanya jalan jarang ojol/angkot keisuke: motor bebek kalo jauh naik kereta masih ngerti nggak ngerti rute tj/jaklingko rin: tj/kereta sering ojol kadang ojol mobil juga shiki: ? buroq,Negatif,['Akses/Rute']
jak,ya gmna ya di situ ada bus stop gua klo dr tim naik jaklingko ke st cikini kebanyakan supir langsung turunin di titik itu tp klo ga mau nyebrang pager tu turun depan ptun/dpn kfc dan jalan ke st cikini nya masih jauh atau dr halte yg ujung di pintu st yg satu lg,Negatif,['Pelayanan']
jak,@_kamilmuhammad1 gue juga suka naik dari Cikini gak pernah lompat pager jalan biasa masuk lewat pintu yang sebelah barat. jadi kalo naik jaklingko/TJ gue pilih turun di halte sebelum Metropole itu karena ke pintu masuk stasiunnya gak jauh ‍️,Negatif,['Infrastruktur']
jak,Ini ibu2 yang nemenin suaminya yang supir jaklingko ngapa pada sinis2 bgt yak mana ngobrol Mulu jadi kagak fokus ngliat yang mau turun ,Negatif,['Pelayanan']
jak,YEUHSHSHHEHE ini jaklingko penuh mulu ,Negatif,"['Kondisi', 'Kemacetan']"
jak,day 1 magang udh banyak huru hara kartu jaklingko ilang pun dpt tugas byk ️,Negatif,"['Masalah Pembayaran', 'Ancaman']"
jak,sumpah gw kira belakang dia JAKLINGKO https://t.co/TWDIp2f06P,Negatif,[]
jak,Guys ada yang tau ngga ya kalo dari bintaro ke kokas naik transportasinya apa aja? Jangan jaklingko plis,Negatif,[]
jak,lg kursus jaklingko sm cecil (membelah otak bocil karantina kdmi),Negatif,[]
jak,@PRFMnews jaklingko tuh baru keren ahh ,Negatif,[]
jak,@woonetoile aku taunya kalo naik krl turun di kebayoran kak abis itu naik ojol atau jaklingko 93,Negatif,[]
jak,ini lucu bgtmempertanyakan juga klo jaklingko or tj bus stopnya depan loket krl tpi pintu masuknya ntah kemanalucu aja,Negatif,[]
jak,Kenapa supir angkot jaklingko mood nya ga ada yg bagus yak,Negatif,['Pelayanan']
jak,@tanyakanrl pake kartu jaklingko wkwkw,Negatif,[]
jak,@PT_Transjakarta min jaklingko 75 beroperasi ga ya? soalnya banjir ,Negatif,['Emosi/Frustrasi']
jak,Pas gw plg kmren kali di samping stasiun tebet udh segini gmn gw ga buru2 ambil jaklingko https://t.co/Dga2nhTlkw,Negatif,['Infrastruktur']
jak,menurut saya sih angkot trayek dibandingkan dengan alternatif on-demand dan penghapusan total lebih baik di reformasi dan restrukturisasi aja seperti Jaklingko @PemkotBandung,Negatif,[]
jak,Apes banget gue Senin pagi tadi isi kartu JakLingko saldo ga nambah tapi GoPay gue berukurang. ,Negatif,['Masalah Pembayaran']
jak,@_kamilmuhammad1 Sterilin aja dari kendaraan sisain 1 lajur buat TJ &amp; jaklingko. Arus ke selatan pindahin ke sisi barat (depan kantor kecamatan) arah utara lewat jalan Surabaya.,Negatif,[]
jak,BENEEEER. we need jpo dang much. sumpah kalo turun dari tj/jaklingko kan di sebrang ya sedangkan tu pintu pager ada di deket taman sonoan kesel bgt jalan + harus naik tangga lagi buat ke peron cape bgt kocak,Negatif,"['Infrastruktur', 'Prioritas/Kebutuhan Khusus', 'Emosi/Frustrasi']"
jak,duh jadi keinget lagi dulu diturunin sama jaklingko pas bgt dpn situ trs gua &amp; rombongan bingung ini masuk ke st nya gmn akhirnya liat org pada lompat pager yauda ikutan soalnya nanya org katanya jauh puteran pagernya &amp; dibilangin suruh lompatin pager aja,Negatif,"['Navigasi', 'Ancaman']"
jak,hi ak lg di jaklingko,Negatif,[]
jak,mungkin bisa dipertimbangkan opsi bikin pelican crossing atau semacamnya aja gitu biar memudahkan pejalan kaki. terus kalo khawatir angkot ngetem kayaknya ga bakal deh. yg lewat situ jaklingko yg udah ga ngetem2 lagi kan ya harusnya,Negatif,['Keterlambatan']
jak,@dawnpepaya @_kamilmuhammad1 @arsitekperkot Pagernya harusnya dibuka dan kasi zebra cross buat pintu yg di depan halte. Karena gua ngerasain naik tj/jaklingko klo turun ke st cikini tuh masa harus kebelakang lg dan kalo buru buru mau gamau loncatin pager.,Negatif,['Regulasi/Operasional']
jak,@PRFMnews Angkot Bandung mau diubah kyk angkot jaklingko Jakarta emang bisa? Mental sopir2 org bdg masih primitif gitu,Negatif,['Pelayanan']
jak,@shareyourtea Liat jaklingko 51 ga ka wkwk,Negatif,[]
jak,@marooneie Hai Kak. Untuk menggunakan layanan Mikrotrans pelanggan dapat menggunakan kartu uang elektronik seperti kartu berlogo JakLingko Flazz (BCA) e-Money (Bank Mandiri) TapCash (BNI) Brizzi (BRI) dan JakCard (Bank DKI) dengan tarif Rp 0 -. Terima kasih ^LN,Negatif,['Masalah Pembayaran']
jak,Salah naik jaklingko ,Negatif,"['Navigasi', 'Akses/Rute']"
jak,Ini gua kerja gimana ya banjir gak si di tamkot? Naik jaklingko jg belom tentu ada kalo banjir masalah e,Negatif,['Emosi/Frustrasi']
jak,paling ntar halte tj/jaklingko jadi makin bikin macet grgr orang pesen ojol di sana,Negatif,"['Kemacetan', 'Infrastruktur']"
jak,Sebenernya rute angkot di Bandung udah bagus sih cuma yang perlu ditingkatin adalah kualitasnya mulai dari armada sdm dan fasilitas pendukungnya. Tinggal jiplak sistem Jaklingko yg udah bagus.,Negatif,"['Infrastruktur', 'Akses/Rute']"
jak,@bfgrent AKU TELAT tapi aku setiap hari ke kampus selalu pakai transum yaitu tj krl dan jaklingko. Aku juga bisa bantuin kamu mengenai rutenya ya. Transum lain kayak MRT LRT juga aku tau rutenyaaa kok!! Aku lah sobat transum yang terbiasa desek-desekan ini ,Negatif,"['Keterlambatan', 'Kondisi', 'Akses/Rute']"
jak,pantes gua disuruh jadi sopir jaklingko soalnya sim nembak ,Negatif,['Pelayanan']
jak,day 2 cek jaklingko jugak (capek bos keluar rumah mulu),Negatif,['Emosi/Frustrasi']
jak,@txttransportasi Emang bener min itu beritanya rambu jaklingko. Wong di bus stop tulisannya Jaklingko . Kalo mau protes jangan salahin yg bikin berita tapi salahin Dishub yg udh buat Rambunya wkwk https://t.co/Ne9q7WAo6T,Negatif,[]
jak,bsk gojek atau jaklingko yh,Negatif,[]
jak,@bfgrent Si manusia yang sabam hari jalan-jalan ada di sini kalo boleh jujur daerah tinggal aku tuh strategis. Jaklingko ada transjakarta ada krl ada LRT ada angkot biasa pun ada. Jadi aku lumayan sering naik transum kalau mau kemana mana tuh. ...,Negatif,[]
jak,Gue lagi nunggu konten eaJ naik Jaklingko berburu makanan 10rb di benhil ,Negatif,['Keterlambatan']
jak,@PT_Transjakarta aku udah naik koridor 7 terus lanjut naik jaklingko min ,Negatif,[]
jak,@PT_Transjakarta Min.. kapan jaklingko nongol.. udh 2 taon msh aja dalam khayalan..,Negatif,[]
jak,@dangitshere_ @BuswayFansC tapi di busnya MYS yang livery JakLingko ada stiker web Laksana di muka wkwkwk,Negatif,[]
jak,@fioriennn AKU JG MBAAK. itu aku baru naik jaklingko lagi terakhir tahun 2022 itu trauma diomelin. tapi skrg udah pada baik baik ,Negatif,['Emosi/Frustrasi']
jak,@eeokmin aku pernah naik jaklingko dimarahin abis itu trauma,Negatif,['Emosi/Frustrasi']
jak,@eeokmin jaklingko gbk dan perpus,Negatif,[]
jak,Emang paling bener abis pilates pulang aje td gue jir kaga usah ikut ngoki di kafe. Asli dah kartu e-money gue ternyata ketinggalan jadi gabisa naik tj/jaklingko mesen gojek ke stasiun lama bgt baru dapet driver ORGIILLL cape bgtt,Negatif,"['Keterlambatan', 'Pelayanan', 'Masalah Pembayaran', 'Infrastruktur', 'Emosi/Frustrasi']"
jak,@erlandariasena @PRFMnews Paling simpel liat cara Jaklingko. Pramudi ditest sistem 2 shift dikasih seragam sistem gaji angkot diperbarui ga ngetem jalannya pun ada jam aturan jarak biar ga numpuk di jalan/terlalu jauh pmbayaran e-money. Klopun pramudi melanggar saat jalan penumpang bisa melapor.,Negatif,"['Keterlambatan', 'Masalah Pembayaran']"
jak,️ menunggu jaklingko https://t.co/Ii9nrZrbli,Negatif,['Keterlambatan']
jak,@shelaism kak mending naik bajaj kalo ketemu di jaklingko gimana coba?,Negatif,[]
jak,tahu bakso gue dari yg anget udah jadi dingin. harusnya di udah sampe rumah sekarang masih disini mau naik gojek jalanan jg macet parah jaklingko ga ada yg lewat,Negatif,['Kemacetan']
jak,@belgembeyll owalah naik jaklingko,Negatif,[]
jak,DAMN RIGHT IT CANT. SCREW the rain. SCREW the pemda yg udh 7tahun gak bikin trotoar 1.5m nya bolong-free mana dipake jualan jg lagi; gk ngeberesin kemacetan (gila tadi speed mobil aja kalah sama jalan gue); transum gk rapi kek jaklingko; overall GAK WALKABLE YALL WONT BUDGE ME https://t.co/I0HDcjpmdu,Negatif,['Kemacetan']
jak,@PT_Transjakarta min jaklingko LA - Andara saat ini lancar gak ya? Atau ada perpendekan,Negatif,[]
jak,@_oversherin Jaklingko,Negatif,[]
jak,guys kalau naik jaklingko tuh hrs bilang kiri juga gak kl mau berhenti? atau dia bakal berhenti di setiap halte?,Negatif,['Ancaman']
jak,rek! cara naik wirawiri gimana yaa? apa sama kaya jaklingko pembayarannya? kalo iya mesin tob nya di atas kursi supir atau gimana? denger ada helpernya dan tiketnya bisa lanjut suroboyo bus bener kah? thankyou,Negatif,"['Pelayanan', 'Masalah Pembayaran']"
jak,Day 1 kangen Jaklingko ,Negatif,[]
jak,@alphaterkuat @Dionytrous nebeng jaklingko bs?,Negatif,[]
jak,wkwk td pas di jaklingko bntr lg nyampe gereja agak ngedumel gitu dikit 'duh kecepetan jir nympe harusnya td bisa ini dulu itu dulu..' trs pas nyampe depan gereja langsung ujan deres untung ae otwnya kecepetan,Negatif,['Navigasi']
jak,@PRFMnews Udah ada contoh nyata jaklingko di jakarta loh padahal ,Negatif,[]
jak,KENAPA JAKLINGKO YG ADA AC CUMAN DI DAERAH JAKSEL DOANG KENAPA DI JAKTIM GAADA HIKSSSS. Panas bejerang gue di tengah siang bolong gini,Negatif,['Kondisi']
jak,@PT_Transjakarta min mau nanya jaklingko uki lubang buaya itu naek nya sebelah mana yak? Saya mau ke halte Busway uki,Negatif,[]
jak,Guys ajarin gue naik Jaklingko soalnya gue takut denger experience temen2 gue yg abis dimaki driver-nya. ,Negatif,"['Pelayanan', 'Ancaman', 'Emosi/Frustrasi']"
jak,Sebagai pengguna angkot + hp memori selalu nyaris Bisa ga ga usah pake app? Trayek lama jg udh ok. Adopsi jaklingko jg bagus. Klo ubah begini kan makan biaya lg udh gtu konsumen angkot blm tentu punya hp bagus semua bisa download app.,Negatif,[]
jak,@PRFMnews Pak @farhanpenyiar .. kaji sistem Jaklingko untuk diterapkan di Bandung sajikan hasil kajiannya ke publik kalo ada alternatif lain juga kaji dan uji publik.. di Bandung banyak org pintar &amp; bijak yg pasti mau diajak diskusi untuk masalah angkot ini...,Negatif,[]
jak,Can kabayang ieu on demand yang dimaksud. se-gengsi itu meniru Jaklingko? atau ada alasan lain utk tidak meniru?,Negatif,['Emosi/Frustrasi']
jak,@ripapirr jaklingko yh,Negatif,[]
jak,@psvsuislider Ya makanya jgn dihapus. Ganti aja pake sistem gaji kek jaklingko.,Negatif,[]
jak,maksudnya lagi di jaklingko ya ️ kiri bang ️,Negatif,[]
jak,jaklingko rp 0 itu salah satu kebijakan kiri jadi kalo lu kanan abis tapi masih pake jaklingko lu kocak sih,Negatif,['Emosi/Frustrasi']
jak,@intanpramustha oalahh gratiss maaf gatauutrs naik 2kali pakenya jaklingko yg sama kah atau ganti??,Negatif,[]
jak,@tanyarlfes Nah tp dia mondar mandir deket situ gua liatin aja ternyata dia dijemput baliknya naik motor yeeee anj gua aja balik naik jaklingko,Negatif,[]
jak,@unjmenfesss angkot/jaklingko ge boleh,Negatif,[]
jak,@fmuchtaar_ biasanya gini chri bikin wacana/program angkot modern kyk jaklingko. baru dibocorin via media. dapet penolakan eh dianggep rakyat tidak mendukung. padahal audiensi belum pemaparan ke organda belum kadang ada juga yang udah pemaparan tapi sekali doang. ga setuju ya ga lanjut,Negatif,[]
jak,kesenjangan yg ak alamai: aku turun dari Mercedes (tj) mau lanjut naik jaklingko tbtb kaka gue dgn bmw merahnya itu lewat depan mata gue mau masuk tol dari uki bjir *gue apal platnya btw (semua mobil keluarga gue apal platnya),Negatif,['Emosi/Frustrasi']
jak,bersyukur banget adanya jaklingko di dunia ini. makasih ya tuhan ️,Netral,[]
jak,@scourdomine di gmaps ketik nama jalan yg km tuju nanti keliatan jalan yg jm tuju ada rute yg dilewati angkot jaklingko atau mikrotrans,Negatif,['Akses/Rute']
jak,cara liat rute jaklingko gmn si?,Negatif,['Akses/Rute']
jak,@Spensiee129549 yg aku tau jaklingko tuh ngejar target kyk jauh²an jarak tempuh sama banyak²an penumpang gtu,Negatif,[]
jak,@PT_Transjakarta Ga usa di kasi jaklingko aja klo sering warga nutup jalan bgini ganggu mobilitas warga lain,Negatif,[]
jak,@raharjosatrio16 Dengan lahan parkir yang tidak semuanya luas kadang membawa mobil mager dan angkot memang minusnya begitu karena belum dikelola pemkot coba jadiin kek jaklingko gitu deh siapa tau ditambah ac dan pembayaran bisa di-tap wkwkwkwkw,Negatif,['Masalah Pembayaran']
jak,SERU BGT NAIK JAKLINGKO SEBELAH AKU NCTZEN TERUS BAHAS TICKETING DREAM,Negatif,[]
jak,gila beneran cinta naik jaklingko tadi gue salah naik terus beneran dibantuin dikasih tau harus kemana helpful bgt ,Negatif,"['Navigasi', 'Akses/Rute']"
jak,@GlimmerTwinsss @PRFMnews Bisa diconton transJ non BRT ama jaklingko sih,Negatif,[]
jak,@pisangcreamy jaklingko date gt? ,Negatif,[]
jak,infokan jaklingko arah lenteng agung ke ajinomoto dong ,Negatif,['Navigasi']
jak,kepalaku pusing bukann karena tes nya tapi karena naik jaklingko dahh keknyaa kuatt nggak yaa nanti.. mana PP lagii,Negatif,['Emosi/Frustrasi']
jak,jaklingko emng seugal an itu yaa abis turun dari jaklingko tadi langsung enek muall bangett mana transit jadi 2 kali naik jaklingkoo (jalannya juga emng lumayan kecil trus berkelok-kelok jugaa sihh),Negatif,['Emosi/Frustrasi']
jak,@PT_Transjakarta yailah lain kali kalo nikah di tanah kosong ajasi kaya lapangan bola kan juga bisa. ini malah nutup jalan yg biasa kerja naik jaklingko jadi susah grgr hajatan org. nikah pengennya doanya yg baik2 tapi malah nyusahin orang,Negatif,[]
jak,jabar bobrok bikin transum ala jaklingko dong kalo ga mampu bikin busway. takut sama akamsi? yhaaa cupuu,Negatif,"['Ancaman', 'Emosi/Frustrasi']"
jak,@Chai_sina Karena ngga ada jaklingko,Negatif,['Kondisi']
jak,@BaseBDG emang sih urang anu ayeuna gawe di jakarta angkat topi ka transum na keren pisan angkot oge jadi jaklingko ereun di halte teu sembarangan terus terintegrasi boga cita2 bandung bisa saalus jakarta transum na euy,Negatif,[]
jak,Jumat Sabtu wah banget ya. Kalo aku ngga lari²an ngejar jaklingko dan busway kek mana ntar jadinya....,Negatif,[]
jak,Jalanan umum buat angkutan umum bukan buat hajatan begini.. kan kasian org2 yg mau naik jaklingko ,Negatif,['Emosi/Frustrasi']
jak,naik mikrotrans jaklingko di sabtu pagi. isinya ibu2 bawa anak kecil bapak-ibu lansia mba2 pekerja remaja lelaki usia 10-15 tahun. semuanya adalah kelompok rentan yg ga punya privilege utk berkendara sendiri. mikrotrans = angkutan umum yg inklusif.,Negatif,['Prioritas/Kebutuhan Khusus']
jak,@axxxsmm Ayo jaklingko bareng,Negatif,[]
jak,@azarassey Kak kamu tau kah rute jaklingko dari st terdekat ke sana? Adekku mau ke acara itu tapi maju mundur krn naik ojol dari stasiun bisa 25k sekali jalan ,Negatif,"['Infrastruktur', 'Akses/Rute']"
jak,Opini angkot ditutup mirip opini circa 2018an waktu angkot pada mogok massal dan kebetulan hari itu Bandung jadi ga macet. Solusi biar ga macet ya angkot di Bandung Raya bikin jadi kayak mikrobus jaklingko. Biar mereka ga ngetem lama dan berhenti sembarangan.,Negatif,"['Keterlambatan', 'Kemacetan']"
jak,@WinayaRachman @aoelee_ @kopi_ucing @ARSIPAJA nih kalo mau tuh kayak jakarta brgkt jam 5 jg issokey karna transportasi umumnya memadai kalo mau benerin dulu fasilitas umumnya baru bikin ederan udh gtu kalo pake angkot banyak kejadian pelecehan di angkot gaada cctv beda lagi sm jaklingko yg aman.,Negatif,"['Ancaman', 'Infrastruktur']"
jak,asal sm lo why not mau lo sulap gue jd jaklingko juga gas aja,Negatif,[]
jak,@averyokkotsu_ jaklingko kan gratis bub ga langsung turun di polmed harus naik dua kali,Negatif,[]
jak,@usabperning_ @weekend3hari @stravenues sok tau banget jd orang. eh angkot di sini jg msh bnyk yg perseorangan meskipun ada koperasi tp ttp bisa tuh bikin skema jaklingko,Negatif,[]
jak,@theosourc kebayoran baru brp bang? 15 kita berangkat kalo mahal naik jaklingko nih.,Negatif,['Masalah Pembayaran']
jak,@RezaArifin_ @2ndlinesquad iya kemaren dijaklingko juga ada kirain mau perkenalan pemain baru pake jaklingko,Negatif,[]
jak,hari ini seruuu bgt karna td naik kereta lokal-krl-tj-jaklingko total diperjalanan 5 jam wkwk udh kaya ke jkt-pwt issokey yg penting w happy bgtttttt,Negatif,['Kemacetan']
jak,BARU TAU few months ago seangkot jaklingko sama mereka dari st tebet. Asli baru tau ternyata penyebar ajaran mormon,Netral,[]
jak,Malam Min @PT_Transjakarta info TJ / Jaklingko dari Cibubur Junction menuju Museum Macan (Modern and Contemporary Art in Nusantara).. Terima kasih,Netral,[]
jak,Gojali: Kami butuh JakLingko Laut bukan sekadar kapal wisata. Warga pulau juga bagian Jakarta. #KepulauanSeribu #TransportasiLaut #PulauTidung #PramonoAnung #DishubDKI #AksesSetara https://t.co/I0nskQvKxJ,Netral,[]
jak,@txtdrbekasi Sekalian angkot Collab sama jaklingko dong biar semakin mantap,Negatif,[]
jak,yg lebih kocak gak lama setelah itu w cabut trs iseng aja pas agak jauh nengok lg ke mereka... sesuai dugaan yg td di jaklingko paling heboh depan w ternyata lg ngintip jg kepergian w dari itu tmpt HAHA gak penting tp ada aja,Negatif,['Emosi/Frustrasi']
jak,@txtdrbekasi Dan juga transportasi penunjang ke daerah penyangga lihat lah angkot yang ada benar2 tdk layak jalan harus ada seperti JakLingko untuk daerah bekasi yang nyaman bagi penumpang jika ingin kembali warga menaiki kendaraan umum yang murah dan nyaman,Netral,"['Kebersihan', 'Kenyamanan', 'Harga', 'Keamanan']"
jak,Om @farhanpenyiar cobi conto eta Jaklingko. Tiasa panginten studi banding ka Jakarta da teu tebih.,Negatif,[]
jak,jaklingko paling butuh bgt bgt bgt bgttttttt seluruh Indonesia harus ada transum kayak jaklingkoooooo,Negatif,[]
jak,Yaudah deh gitu aja. Mau masak aer dlu. Intinya Alhamdulillah. Walaupun ada yg bikin kesal BGT tp ada jg yg bikin seru BGT. I love jalan kaki! Senang sekali. *pdhl td rela nunggu Jaklingko 15mins for nothing HAHAHA,Negatif,['Keterlambatan']
jak,Lah gw tunggu2 kok gak dateng2 ye ni Jaklingko. Kata gw dlm hati lah ini mah kl gw jalan drtd jg udh nyampe. Gw nunggu sekitar 15mins gak dtg2 ywdhlah gw putuskan utk jalan kaki. Hehe. Capek? Nggak. Lebih ke SUSAH BGT bnyk bgt rintangan jalanannya cuy bener2 kyk di ,Negatif,"['Keterlambatan', 'Emosi/Frustrasi']"
jak,Gw first timer di per-Jaklingko-an ini. Pls beritahu gw hrs ngapain tips n trik nunggu Jaklingko dan agar supaya dia mau brenti. Apkh tangan gw hrs lambai2 kyk ke angkot? Ywdhlah gw tunggu lg aja kan tuh sendirian siapa tau cepet soalnya di maps katanya every 2mins . Tawakkal.,Negatif,['Keterlambatan']
jak,Kocak bat gw turun kan di stopan depan sekolah gt. Mau nyambung jaklingko ke stasiun. Soalnya kl jalan kaki mayan cuy. Di maps keterangannya 1km = 13 menit. Untungnya mostly flat. Ada deh tuh Jaklingkonya tp dia gak brenti cuy gtw deh kyknya dia gak liat gw apa gmn entah.,Negatif,"['Infrastruktur', 'Emosi/Frustrasi']"
jak,demi apapun tp aku butuh tj metrotrans dan jaklingko di bekasi SUMPAAAAH,Negatif,['Regulasi/Operasional']
jak,ngakak gak sih td naik jaklingko barengan sama rombongan se-geng heboh gt... barusan bgt meja sebelah keisi DAN ternyata si rombongan heboh itu lg udh muter2 ke sana ke mari w dari tadi... sebanyak itu tenant.... bisa2nya mereka kepikiran ke sini jg,Negatif,['Navigasi']
jak,@ketuakelasb Udah ngincer dr dl. Blum kesampean. Soalnya kl jln kaki kejauhan pk jaklingko ttp jalan jauh. Wkwkwkwk,Negatif,['Kemacetan']
jak,Jaklingko https://t.co/iZzLNRVqUP,Negatif,[]
jak,moots mau tanya buat yang pengguna transum (khususnya jaklingko) biasanya mereka mulai operasi jam berapa yaa? subuh udah ada kahh?,Negatif,[]
jak,@sa_kosh28 diadu sama jaklingko juga menang jaklingko tapi keren mobil rio lebih gacor dibanding traktor autria,Negatif,[]
jak,jaklingko masih da gk ya,Negatif,[]
jak,@sbyfess ini di busway sm jaklingko https://t.co/IXbR0jTIis,Negatif,[]
jak,@nacch_an jaklingko cuma mau narik/turunin penumpang di titik bus stop ga kaya angkot. as usual bilangin supirnya aja mau turun pas di tujuan tap in (free) dua kali waktu naik tapi beberapa mesin sepertinya harus nunggu 1-2 menit untuk tap out kedua,Negatif,"['Keterlambatan', 'Pelayanan', 'Masalah Pembayaran', 'Ancaman']"
jak,JAKLINGKO TRANSJAKARTA ANGKOT SEMUANYA PADA KE ARAH BLOK M WUANJAI️ ada yg kearah depok cm lama bgt munculnya hshshshsh,Negatif,['Keterlambatan']
jak,@nacch_an Sistem jaklingko as in how they operated... Or sebagai penumpang gmn cara make jaklingko nih meng-,Negatif,['Navigasi']
jak,@PRFMnews Nu jelas jelas geus aya contona Jaklingko wae sateh can bisa nurutan sosoan hayang pake aplikasi ,Negatif,['Masalah Pembayaran']
jak,@toffl13 Hai Kak untuk melanjutkan perjalanan melalui layanan non BRT tidak dapat melakukan transit namun Kakak dapat menikmati tarif integrasi Rp.5.000 -/3jam dengan menggunakan kartu berlogo Jaklingko ya Kak. Terima kasih ^GM,Negatif,['Masalah Pembayaran']
jak,gue saat ini yang menyesalkan kenapa weekend gue gabisa rutin olahraga. tapi dia lupa kalau tiap hari dia olahraga (ngejar mati-matian jaklingko sama tj bjir),Negatif,[]
jak,@AlipFtOneDi44 max kalo ada pilihan mibil jaklingko mending nyetir jaklingko,Negatif,[]
jak,@oscaccino gw yg lanjutin (narik jaklingko),Negatif,[]
jak,Di jaklingko pun aku mengantuk,Negatif,[]
jak,skrg waktunya jaklingko dgn rute 97 dulu (ato pemda depok dah yg kerja ngapainsih lu selama ini),Negatif,['Akses/Rute']
jak,KAGAK MOOD DEMIALLAH WILLIAMS MOBIL LU JUAL AJEEEEEEEE GANTI PAKE JAKLINGKO,Negatif,[]
jak,@kyykooenak jakLingko be like : gajian lu gak mau naik gue giliran udah abis gajian lu baru nyari gue https://t.co/3fh3h5H5Jn,Negatif,[]
jak,Gw kata angkot pintar kaya apa taunya ga pintar amat. Cara termudah itu ya ikutin aja Jaklingko susah bener. Duit? Kurangin tuh kegiatan tolol yg dibuat dprd nya. Kemarin ke kunker ke beberapa kota aja ngabisin duit rakyat ampe milyaran taik bgt emang pejabat Bandung. ,Negatif,"['Masalah Pembayaran', 'Emosi/Frustrasi']"
jak,@PRFMnews Angkot Pintar = Taxi Online Padahal tinggal ngikutin aja cara Jaklingko di Jakarta kok susah bener kayanya. Beribet angkot pintar mau naik pake aplikasi bayar bulanan 100rb. Jaklingko ada di Jalanan ga ngetem bayar pake e-money angkotnya modern ga bobrok. Simpel padahal ,Negatif,"['Keterlambatan', 'Masalah Pembayaran']"
jak,ayok guys kita ke korea naik jaklingko biar 0 rupiah,Negatif,[]
jak,@gaonfpsi WKAWKAKWKWAK JAKLINGKO GAK TU ,Negatif,[]
jak,gamau bikin rute jaklingko dari curug kalimalang ke pondok gede tp lewat depan rumahku min? WKWKWKWK biar rute angkot G5 hidup lagi gitu min @PT_Transjakarta,Negatif,['Akses/Rute']
jak,@jiducknyagaon naik jaklingko din gw nyang nyetir,Negatif,[]
jak,@kyykooenak jaklingko: abis kan duit lu mknya pilih gua,Negatif,['Masalah Pembayaran']
jak,@kyykooenak jaklingko : dih monyed kemarin hina gw,Negatif,[]
jak,knp kl naik jaklingko hrs tetep nge tap?,Negatif,[]
